date,GPR,GPRA,GPRT,dln_GPR,dln_GPRA,dln_GPRT,D_GULF,D_911,D_UKR,WAR_HIGH,CONTROL
1994-10-01,94.85363006591797,64.50569152832031,118.89933776855469,-0.04175893528170338,0.22834502963837888,-0.09934434406322801,0,0,0,0,0
1994-11-01,86.5298080444336,70.68946075439453,100.79308319091797,-0.09184601105172341,0.0915430311806178,-0.16520749988556993,0,0,0,0,0
1994-12-01,96.04750061035156,81.61609649658203,107.74173736572266,0.10435391087408608,0.143730011665685,0.0666673085176237,0,0,0,0,0
1995-01-01,80.15467834472656,70.47705841064453,84.89913940429688,-0.18088461990246252,-0.14673925925911835,-0.2382730859775659,0,0,0,0,0
1995-02-01,76.87532806396484,77.14599609375,72.59407043457031,-0.041773253601385285,0.09041243553427591,-0.1565807126449501,0,0,0,0,1
1995-03-01,82.24444580078125,79.87528991699219,79.15904235839844,0.06751086549106056,0.03476686254546291,0.086575779076699,0,0,0,0,0
1995-04-01,99.19087982177734,99.14794158935547,93.92303466796875,0.18735021367649907,0.21614655185418385,0.1710166436415248,0,0,0,0,0
1995-05-01,87.842529296875,79.34961700439453,96.40919494628906,-0.12150030107386378,-0.22274947387992494,0.026125913569585713,0,0,0,0,0
1995-06-01,104.60775756835938,85.1209487915039,121.57904815673828,0.17467194130425234,0.07020955174886545,0.2319630730158062,0,0,0,0,0
1995-07-01,107.64541625976562,100.19744873046875,115.32476806640625,0.028624929859517145,0.1630695545068983,-0.05281243503223987,0,0,0,0,0
1995-08-01,106.93478393554688,100.7674560546875,118.4973373413086,-0.006623490159484824,0.005672720352694505,0.027138272317507983,0,0,0,0,0
1995-09-01,71.20516967773438,68.81755065917969,72.98401641845703,-0.4066537290988297,-0.38135663770948725,-0.4846500266263156,0,0,0,0,1
1995-10-01,67.74150085449219,69.12648010253906,64.2778091430664,-0.049866420367167485,0.0044790623868520285,-0.12702600674069942,0,0,0,0,1
1995-11-01,76.33349609375,69.86588287353516,78.8126220703125,0.11941284386810036,0.010639573717810435,0.20385870533175865,0,0,0,0,1
1995-12-01,65.67205810546875,55.363800048828125,68.98201751708984,-0.15043830728782304,-0.23265149384857509,-0.13322730765714574,0,0,0,0,1
1996-01-01,75.63492584228516,79.68246459960938,73.66007995605469,0.14124461871688165,0.3641235925638462,0.06561514155413306,0,0,0,0,1
1996-02-01,80.4209213256836,69.15779113769531,85.9759750366211,0.06135619928287017,-0.1416588221499584,0.15460690069506278,0,0,0,0,0
1996-03-01,82.14761352539062,84.08819580078125,77.89100646972656,0.021243436024723117,0.1954754761725983,-0.09875740065664473,0,0,0,0,0
1996-04-01,84.82862091064453,98.6463623046875,71.23197174072266,0.03211520273961099,0.15967515898569662,-0.08936873759794928,0,0,0,0,0
1996-05-01,65.53082275390625,68.71073913574219,59.1929931640625,-0.25811238824228067,-0.36163585071704407,-0.18513858276148554,0,0,0,0,1
1996-06-01,69.08858489990234,61.67017364501953,72.52593231201172,0.052868911959133236,-0.10810510159685371,0.20314100879823815,0,0,0,0,1
1996-07-01,80.64431762695312,85.2721939086914,74.90693664550781,0.154658824581138,0.32404801667374805,0.032302313356403545,0,0,0,0,0
1996-08-01,81.6876449584961,85.69389343261719,81.7337417602539,0.012854421041525121,0.004933146516804321,0.08722041412369386,0,0,0,0,0
1996-09-01,88.19697570800781,92.83900451660156,87.04828643798828,0.0766699074678403,0.08008529087578165,0.0629960687702873,0,0,0,0,0
1996-10-01,55.586830139160156,49.54435729980469,56.879756927490234,-0.461626368201844,-0.6279984834015848,-0.42552346915930617,0,0,0,0,1
1996-11-01,57.34461212158203,51.038421630859375,58.0576171875,0.03113258665058627,0.029710339020926124,0.02049640517669893,0,0,0,0,1
1996-12-01,74.98263549804688,66.17648315429688,80.17862701416016,0.26817766818840827,0.259746446071345,0.32282106603741667,0,0,0,0,1
1997-01-01,54.062435150146484,55.227325439453125,53.25782775878906,-0.3271169748806435,-0.18086730359432757,-0.40911218932216453,0,0,0,0,1
1997-02-01,50.559940338134766,43.509159088134766,54.501365661621094,-0.0669800153396789,-0.2384863871935785,0.023080965415525956,0,0,0,0,1
1997-03-01,58.48006057739258,59.907318115234375,56.36629867553711,0.14552628148927615,0.3198272001850402,0.033645679324582733,0,0,0,0,1
1997-04-01,62.844486236572266,61.28048324584961,62.37605667114258,0.07197735094891566,0.022662741400361952,0.1013100558564819,0,0,0,0,1
1997-05-01,53.57601547241211,49.572898864746094,53.54428482055664,-0.1595617068536055,-0.2120171207194983,-0.15267242938960912,0,0,0,0,1
1997-06-01,39.045623779296875,38.63948059082031,36.68563461303711,-0.31637069250719163,-0.24916972356002276,-0.37812381416297614,0,0,0,0,1
1997-07-01,47.69842529296875,43.43375015258789,47.428409576416016,0.20016758172910976,0.11696222518873345,0.25683615631477963,0,0,0,0,1
1997-08-01,48.582298278808594,49.42500305175781,46.30862808227539,0.018360846987850454,0.12921963862575758,-0.023893111910019194,0,0,0,0,1
1997-09-01,42.6890869140625,41.08793258666992,41.63934326171875,-0.12931591982474888,-0.1847419634418026,-0.10628282359020602,0,0,0,0,1
1997-10-01,49.746307373046875,34.460205078125,58.68946075439453,0.15299292540609777,-0.17590928508461445,0.3432146946862251,0,0,0,0,1
1997-11-01,59.6933708190918,32.765533447265625,79.03630828857422,0.1822847354841941,-0.050428028907386846,0.297647178977579,0,0,0,0,1
1997-12-01,43.998268127441406,35.839134216308594,48.36233139038086,-0.30507070027309613,0.08966327753581327,-0.491186111823966,0,0,0,0,1
1998-01-01,53.0963020324707,42.487815856933594,59.82126998901367,0.18795701184611113,0.17017691820504055,0.212640049501009,0,0,0,0,1
1998-02-01,77.59761810302734,45.368019104003906,101.84082794189453,0.37942944791971955,0.0655900826925242,0.5320498008956474,0,0,0,0,1
1998-03-01,57.24806213378906,44.5167121887207,65.50199890136719,-0.30414293949947435,-0.018942758329625775,-0.4413304242924969,0,0,0,0,1
1998-04-01,50.99658203125,38.00284957885742,58.76738357543945,-0.11563518118664051,-0.15820352763969536,-0.10849365985063653,0,0,0,0,1
1998-05-01,94.4734878540039,43.802757263183594,129.79888916015625,0.6165606318448389,0.14203562078313547,0.7923992462421614,0,0,0,0,0
1998-06-01,76.30907440185547,48.77885437011719,94.95468139648438,-0.21352738154778983,0.10760014024923459,-0.3125865062952,0,0,0,0,1
1998-07-01,54.04841613769531,38.29932403564453,64.22628021240234,-0.34491162177495704,-0.24186466003355855,-0.3909872638117351,0,0,0,0,1
1998-08-01,97.02085876464844,123.8387451171875,83.93855285644531,0.585045754191214,1.1735480298614611,0.2676725415046626,0,0,0,0,0
1998-09-01,62.51344299316406,55.129615783691406,68.4769515991211,-0.4395443726917634,-0.8092932133933495,-0.20358780190002612,0,0,0,0,1
1998-10-01,54.403648376464844,48.27804183959961,57.89592742919922,-0.13895040414796744,-0.13271022630983742,-0.1678501715481664,0,0,0,0,1
1998-11-01,67.96592712402344,38.602264404296875,88.07134246826172,0.22257529053526115,-0.22366589891533062,0.4195001518023389,0,0,0,0,1
1998-12-01,75.95989227294922,64.999755859375,86.2803955078125,0.11119895984326877,0.5210725758050545,-0.020544790383238976,0,0,0,0,1
1999-01-01,63.98722457885742,53.77272033691406,69.46121215820312,-0.17152202025705687,-0.18961723224275184,-0.21683390718111806,0,0,0,0,1
1999-02-01,58.316383361816406,44.1739501953125,67.28399658203125,-0.09280037538720354,-0.19663102839167435,-0.03184608220231766,0,0,0,0,1
1999-03-01,83.39727783203125,75.18807983398438,89.73835754394531,0.35773259683710634,0.5318574523008115,0.28797588186466694,0,0,0,0,0
1999-04-01,106.19801330566406,103.2333755493164,112.34139251708984,0.24168973260157767,0.31699950170312885,0.22464408459131935,0,0,0,0,0
1999-05-01,85.44113159179688,80.67141723632812,89.3775634765625,-0.21747778211969138,-0.2466078801344933,-0.2286726997283015,0,0,0,0,0
1999-06-01,79.4105453491211,83.76152038574219,75.96134948730469,-0.07319644701473926,0.03758939097579539,-0.16264503130950736,0,0,0,0,1
1999-07-01,62.14287185668945,54.25792694091797,66.83728790283203,-0.24519505358779714,-0.43422461761691755,-0.12796352460463734,0,0,0,0,1
1999-08-01,62.858642578125,57.959991455078125,65.2621078491211,0.011452317962155512,0.06600386955169091,-0.02384953704936521,0,0,0,0,1
1999-09-01,69.58151245117188,62.214027404785156,75.54266357421875,0.10161046958425413,0.07082752527179714,0.14628598721579067,0,0,0,0,1
1999-10-01,72.35348510742188,60.16195297241211,79.38410949707031,0.03906471567277947,-0.03354035320940518,0.04960063883487287,0,0,0,0,1
1999-11-01,57.9638671875,52.49796676635742,60.38698196411133,-0.22174378513866344,-0.13626570149918793,-0.2735246646299938,0,0,0,0,1
1999-12-01,86.0849380493164,86.46973419189453,95.51082611083984,0.39551462369448753,0.4990200183876534,0.4584660521635744,0,0,0,0,0
2000-01-01,64.45780944824219,64.25041198730469,65.57360076904297,-0.2893235678903743,-0.29700632296687424,-0.3760664158255498,0,0,0,0,1
2000-02-01,63.54172134399414,68.08216857910156,57.65135955810547,-0.014314173503453098,0.0579272011438281,-0.12875935824827334,0,0,0,0,1
2000-03-01,50.101985931396484,40.81640625,55.03073501586914,-0.23763607253440888,-0.5116312225978201,-0.046521981783077315,0,0,0,0,1
2000-04-01,48.6827392578125,40.91702651977539,53.30490493774414,-0.02873610941543836,0.0024621581939592296,-0.0318634955857835,0,0,0,0,1
2000-05-01,79.48287963867188,83.22781372070312,77.26969909667969,0.4902171107730955,0.7100353187407,0.371273535721361,0,0,0,0,1
2000-06-01,64.71781921386719,53.174400329589844,73.57466888427734,-0.20550507153619169,-0.4480045077661696,-0.04900109403167985,0,0,0,0,1
2000-07-01,51.904022216796875,41.059078216552734,57.31697463989258,-0.22064028994672702,-0.2585651220541765,-0.24970397234208264,0,0,0,0,1
2000-08-01,46.49225616455078,41.58592224121094,49.192291259765625,-0.11011052189988435,0.012749740662362896,-0.1528598918734172,0,0,0,0,1
2000-09-01,52.689998626708984,35.192142486572266,64.44499206542969,0.125139893528309,-0.16693886945882808,0.27007509422483444,0,0,0,0,1
2000-10-01,76.45652770996094,77.61014556884766,82.38760375976562,0.37229665592174577,0.7908753276373974,0.24562296205439882,0,0,0,0,1
2000-11-01,45.06056213378906,47.206809997558594,44.357688903808594,-0.5287149039247163,-0.49715999871629357,-0.6191489233163137,0,0,0,0,1
2000-12-01,45.39509963989258,43.98335266113281,46.16897964477539,0.007396751619711761,-0.07072694807775104,0.04002207383990397,0,0,0,0,1
2001-01-01,46.89955520629883,38.343318939208984,53.70235824584961,0.03260402975869958,-0.1372309138769756,0.15114877943016225,0,0,0,0,1
2001-02-01,55.087711334228516,45.426673889160156,63.68989181518555,0.16091847496496525,0.16951916327824224,0.17056895002313244,0,0,0,0,1
2001-03-01,61.708953857421875,56.86698913574219,66.72218322753906,0.1135023731296485,0.224615553873178,0.04651161398399051,0,0,0,0,1
2001-04-01,50.5687370300293,47.17219924926758,52.7736701965332,-0.19909549953560202,-0.1869102968829064,-0.23452508393591165,0,0,0,0,1
2001-05-01,60.376861572265625,56.86418914794922,61.344993591308594,0.17727240490042906,0.18686105818098175,0.15050116795896207,0,0,0,0,1
2001-06-01,72.06433868408203,64.2144775390625,79.31310272216797,0.17695336784166216,0.12156291382378104,0.25688978100612747,0,0,0,0,1
2001-07-01,61.072940826416016,52.618770599365234,65.49278259277344,-0.16549041174924284,-0.19915578052492622,-0.19146339763300713,0,0,0,0,1
2001-08-01,64.10773468017578,74.89220428466797,55.23207473754883,0.04849612139956694,0.35297689187255665,-0.17039609852988846,0,0,0,0,1
2001-09-01,498.64788818359375,841.177490234375,260.16961669921875,2.0513351892869514,2.418752880898107,1.5497899416168304,0,1,0,1,0
2001-10-01,512.5297241210938,854.074951171875,261.347412109375,0.027458495844373765,0.015216270417935718,0.004516812865172248,0,1,0,1,0
2001-11-01,306.785888671875,509.7461242675781,149.79522705078125,-0.5132086343829929,-0.5161061485524598,-0.5565813946675204,0,1,0,1,0
2001-12-01,236.09974670410156,381.9725036621094,126.19801330566406,-0.26189570197501855,-0.2885641801494909,-0.17141700087537792,0,0,0,1,0
2002-01-01,172.47720336914062,262.2870178222656,106.9162368774414,-0.31398929790131547,-0.37590923405040133,-0.16580651258871626,0,0,0,1,0
2002-02-01,146.1857147216797,212.90550231933594,95.78031158447266,-0.16538724133679406,-0.20859097583913488,-0.10998854693125448,0,0,0,1,0
2002-03-01,151.9763641357422,219.96884155273438,99.12334442138672,0.03884717762841028,0.03263749083199485,0.03430782985168612,0,0,0,1,0
2002-04-01,157.49655151367188,225.64035034179688,100.74444580078125,0.03567855322661817,0.025456454512541526,0.016222092891402973,0,0,0,1,0
2002-05-01,163.3223114013672,209.40878295898438,142.246826171875,0.03632205606878802,-0.07465412051929032,0.3449766903573339,0,0,0,1,0
2002-06-01,149.33042907714844,189.1234893798828,127.7907485961914,-0.08956412352982124,-0.10188805634921216,-0.10716961151425686,0,0,0,1,0
2002-07-01,122.7783432006836,168.41973876953125,94.34967803955078,-0.19578085355419628,-0.11594087612522941,-0.30338629021867103,0,0,0,1,0
2002-08-01,127.06451416015625,157.46444702148438,101.69573974609375,0.034314301131203706,-0.06725960894785032,0.07497755237152237,0,0,0,1,0
2002-09-01,174.90333557128906,188.7191925048828,174.5314483642578,0.31953851015728585,0.1810604567031744,0.5401195334824536,0,0,0,1,0
2002-10-01,172.03192138671875,197.39906311035156,167.02581787109375,-0.01655340409642836,0.044967224549584905,-0.043956546759102544,0,0,0,1,0
2002-11-01,159.12759399414062,179.06283569335938,155.0137481689453,-0.0779736906940025,-0.09749059920533565,-0.07463458764822573,0,0,0,1,0
2002-12-01,175.8117218017578,175.19842529296875,182.9995574951172,0.09970730158631813,-0.02181759122654725,0.1659699239290413,0,0,0,1,0
2003-01-01,206.43460083007812,176.95985412597656,245.8175506591797,0.16056999929421423,0.01000370359224867,0.29510586199746136,0,0,0,1,0
2003-02-01,239.61093139648438,213.080322265625,296.7597961425781,0.14903282948707464,0.18574630046345053,0.18833344760086757,0,0,0,1,0
2003-03-01,358.711181640625,429.1441955566406,362.41107177734375,0.4035010680081088,0.7001237881671676,0.1998560805867724,0,0,0,1,0
2003-04-01,255.77517700195312,331.6032409667969,212.60545349121094,-0.3382187129463743,-0.25785378569380235,-0.5333410079684775,0,0,0,1,0
2003-05-01,162.1218719482422,186.8463592529297,153.3962860107422,-0.4559504954104572,-0.5736525260607124,-0.3264134394980802,0,0,0,1,0
2003-06-01,145.7697296142578,176.91827392578125,127.83353424072266,-0.10632016617141637,-0.05459877416523007,-0.18229577372422678,0,0,0,1,0
2003-07-01,134.89891052246094,167.4486541748047,108.3927993774414,-0.07750249521024877,-0.055011134679715745,-0.16496724338149793,0,0,0,1,0
2003-08-01,138.23092651367188,180.0001220703125,109.64905548095703,0.02439998015508582,0.07228076702691055,0.01152320049018929,0,0,0,1,0
2003-09-01,118.19628143310547,143.5571746826172,99.72046661376953,-0.15657902262951318,-0.2262241433667791,-0.09491392299806112,0,0,0,0,0
2003-10-01,108.3173828125,129.9432830810547,93.02832794189453,-0.08728099727583416,-0.09963531442746021,-0.06946688958659841,0,0,0,0,0
2003-11-01,118.0866928100586,153.246337890625,93.33158874511719,0.08635339230339856,0.16494860695751967,0.0032545740124634293,0,0,0,0,0
2003-12-01,129.46507263183594,164.98052978515625,107.44403839111328,0.09199209580691559,0.0737807874141323,0.14081151660673186,0,0,0,1,0
2004-01-01,113.46759033203125,126.08518981933594,106.71729278564453,-0.1318938869452646,-0.2688696774662267,-0.006786924521875015,0,0,0,0,0
2004-02-01,115.07597351074219,129.24427795410156,104.11482238769531,0.014075301051533984,0.02474645309082213,-0.02468886286075911,0,0,0,0,0
2004-03-01,138.53207397460938,183.70297241210938,109.12393951416016,0.18550933039968687,0.35161593162515015,0.046989944495309466,0,0,0,1,0
2004-04-01,149.6313934326172,205.3251953125,121.14622497558594,0.07707301281288181,0.11127486797610775,0.10451399082693147,0,0,0,1,0
2004-05-01,121.0911865234375,159.94842529296875,91.96539306640625,-0.21163102326482708,-0.24974361951009083,-0.2755859428956029,0,0,0,1,0
2004-06-01,137.23391723632812,178.03662109375,106.79373931884766,0.125143025508895,0.10713784426142059,0.14948696023722263,0,0,0,1,0
2004-07-01,131.0198516845703,159.81219482421875,121.26777648925781,-0.04633804362064087,-0.10798992214982661,0.1271018250942486,0,0,0,1,0
2004-08-01,140.36582946777344,176.45431518554688,127.44524383544922,0.06890323081380068,0.09906266193034252,0.049685682947903764,0,0,0,1,0
2004-09-01,153.87161254882812,189.355224609375,130.20606994628906,0.09186648784650142,0.07056274091256931,0.021431536619021863,0,0,0,1,0
2004-10-01,119.86279296875,148.24447631835938,100.50788116455078,-0.2497708732736479,-0.24476196835772246,-0.2588822048867261,0,0,0,0,0
2004-11-01,122.70738983154297,151.67926025390625,98.92665100097656,0.023454880045528093,0.02290538352845406,-0.015857467418983973,0,0,0,1,0
2004-12-01,109.89522552490234,145.225341796875,81.60477447509766,-0.11027516007682348,-0.0434815440332299,-0.19249090557065163,0,0,0,0,0
2005-01-01,100.88758850097656,128.5348663330078,78.19856262207031,-0.08552050477791617,-0.12208641658172237,-0.042636504392215,0,0,0,0,0
2005-02-01,108.97796630859375,108.79598236083984,104.7703628540039,0.07713880596293965,-0.16672579395233011,0.2925196681072588,0,0,0,0,0
2005-03-01,90.41048431396484,87.87673950195312,87.22633361816406,-0.18678548023972752,-0.2135392617887959,-0.1832646583388433,0,0,0,0,0
2005-04-01,87.03240203857422,102.85391235351562,72.53263092041016,-0.03807975105566985,0.15737450966668476,-0.1844697340937227,0,0,0,0,0
2005-05-01,98.20596313476562,104.9098892211914,89.93269348144531,0.12078645136133748,0.01979212901406946,0.21502499807954933,0,0,0,0,0
2005-06-01,81.12405395507812,93.41752624511719,69.88249969482422,-0.19108742451781247,-0.1160228090062061,-0.2522462844703588,0,0,0,0,0
2005-07-01,165.90191650390625,237.5650177001953,118.1835708618164,0.7154172359074904,0.9333623699520084,0.525423845036225,0,0,0,1,0
2005-08-01,116.2276611328125,143.29122924804688,92.68307495117188,-0.3558458855895239,-0.5055622173128222,-0.24305322374423177,0,0,0,0,0
2005-09-01,103.80766296386719,130.27203369140625,78.45670318603516,-0.11301107138191835,-0.0952542964903742,-0.16663895630879288,0,0,0,0,0
2005-10-01,87.06182861328125,105.56188201904297,73.18765258789062,-0.175921252360145,-0.21032749056448719,-0.06952019461166614,0,0,0,0,0
2005-11-01,83.48009490966797,96.02958679199219,70.60446166992188,-0.04201032083807643,-0.09464100064439052,-0.03593338728561246,0,0,0,0,0
2005-12-01,95.35025024414062,130.6789093017578,69.64460754394531,0.1329487373992988,0.3080869006340796,-0.013688063929122585,0,0,0,0,0
2006-01-01,94.51001739501953,100.19158172607422,89.32347106933594,-0.00885112346094541,-0.26565906995778743,0.24885901223972517,0,0,0,0,0
2006-02-01,95.85819244384766,102.79864501953125,89.40576171875,0.014164104283395318,0.025688001778846115,0.0009208415875257003,0,0,0,0,0
2006-03-01,92.79762268066406,97.03602600097656,88.04222869873047,-0.03244891554638851,-0.05768986056770942,-0.015368557905184765,0,0,0,0,0
2006-04-01,89.01580047607422,92.8307113647461,85.9110107421875,-0.04160713438477881,-0.044304785149057224,-0.02450456924391098,0,0,0,0,0
2006-05-01,85.20877838134766,82.27742767333984,84.03312683105469,-0.043709426241282934,-0.12068072526283657,-0.022100913571796,0,0,0,0,0
2006-06-01,102.57276916503906,115.67947387695312,90.38453674316406,0.18546802858894562,0.340726409099414,0.07286211090327477,0,0,0,0,0
2006-07-01,137.13482666015625,142.0860595703125,134.39634704589844,0.29039208832745267,0.20560971702703057,0.3967200489609439,0,0,0,1,0
2006-08-01,147.08111572265625,159.18817138671875,141.55645751953125,0.07001966413690752,0.11365404297801529,0.051905382575959,0,0,0,1,0
2006-09-01,111.72425842285156,114.77066802978516,110.28041076660156,-0.274950384950543,-0.32715102404371255,-0.24967231966833303,0,0,0,0,0
2006-10-01,113.13529968261719,99.27391815185547,125.2918930053711,0.012550587518274092,-0.14505306680178087,0.12761984822415062,0,0,0,0,0
2006-11-01,88.77892303466797,86.71051025390625,87.27577209472656,-0.24243517618153998,-0.13530777749517586,-0.36157325949310604,0,0,0,0,0
2006-12-01,90.60655975341797,78.7696533203125,95.78137969970703,0.020377345275095493,-0.09604728943296781,0.09299540005352558,0,0,0,0,0
2007-01-01,97.9200439453125,97.65373992919922,95.61344909667969,0.07762465366453952,0.2149001433738862,-0.0017548086035192867,0,0,0,0,0
2007-02-01,96.16935729980469,90.95567321777344,98.1557388305664,-0.018040491809063752,-0.07105567557098613,0.026241897923509505,0,0,0,0,0
2007-03-01,87.33650207519531,83.9186019897461,86.1521224975586,-0.09634227800423822,-0.08052497523995594,-0.13044078911114276,0,0,0,0,0
2007-04-01,76.6133804321289,83.41928100585938,69.22551727294922,-0.13099675697601665,-0.005967835338809735,-0.2187450585305193,0,0,0,0,1
2007-05-01,92.5995864868164,103.89258575439453,82.30323028564453,0.18951293529451618,0.2194780663553093,0.17304081566991503,0,0,0,0,0
2007-06-01,97.9723129272461,109.30941009521484,87.08059692382812,0.056400241546376684,0.05082494954786654,0.056423734190835795,0,0,0,0,0
2007-07-01,112.34625244140625,127.13468170166016,103.2634048461914,0.13690072436485412,0.1510645247116944,0.17044896119995556,0,0,0,0,0
